developer_id,developer
1834,Junction Point Studios
1835,Team Meat
1836,Monster Games
1837,Yacht Club Games
1838,Hitbox Team
1839,"HAL Laboratory, Flagship"
1840,Dimps Corporation / Sonic Team
1841,Sumo Digital
1842,Arzest
1843,Tarsier Studios
1844,Check Six Games
1845,"Luxoflux, Inc."
1846,Good-Feel
1847,Moon Studios
1848,Capcom/Disney
1849,Micronics
1850,Polytron Corporation
1851,EA Digital Illusions CE
1852,Big Sky Software
1853,Hudson Soft / West One
1854,Number None Inc.
1855,PagodaWest Games
1856,Playtonic Games
1857,Oddworld Inhabitans
1858,Humble Hearts
1859,Interactive Studios Ltd.
1860,"Mossmouth, LLC"
1861,Evolution Games
1862,Pyramid/JAPAN Studio
1863,Clever Endeavour Games
1864,Equinoxe
1865,Playdead
1866,KCEK
1867,Adrenium Games
1868,Studio Pixel
1869,UBIart Montpellier
1870,DreamRift
1871,Blue Tongue Entertainment
1872,Tantalus
1873,Climax Group / ImaginEngine
1874,EA DICE
1875,Eurocom Entertainment Software
1876,NewKidCo
1877,2Play
1878,EfimovMax
1879,Black Pants Studio
1880,Ubisoft Reflections
1881,Tomi Maarela
1882,TU Wien
1883,Amazing Studios
1884,Bigbig Studios
1885,Argonaut Software
1886,Exact
1887,Climax Group Inc.
1888,Hyperspace Cowgirls
1889,Moppin
1890,Ratloop Asia Pte Ltd
1891,Whoopee Camp
1892,VOiD Games
1893,THQ Digital Phoenix
1894,Bombservice
1895,Alientrap Games Inc
1896,Panda Indie Studio
1897,KxONE
1898,Asteristic Game Studio
1899,Akakiy Petrushkin
1900,Playful Corp.
1901,Spooky Squid Games Inc.
1902,Matt Thorson
1903,Recoil Games
1904,Gratuitous Games
1905,Dominique Grieshofer
1906,Just Add Water
1907,LEVER Software
1908,Rivage Games
1909,GR3 Project
1910,Michael Todd Games
1911,Glaiel Games
1912,Evgeny Shcherbakov
1913,Gears for Breakfast
1914,Eidetic
1915,Atum Software
1916,Chronic Logic
1917,Tatyana Murzina
1918,AlienTrap Games
1919,System 3
1920,Brimo Studio
1921,Q-Games
1922,StarSystemStudios
1923,Zoë Mode
1924,Epoch
1925,Outcorp
1926,KITATUS STUDIOS
1927,Tate Multimedia
1928,Lucky Chicken Games
1929,Carlsen Games
1930,Rain Games
1931,Haydee Interactive
1932,team BitClub
1933,Icy Studios
1934,"The Neverhood, Inc."
1935,Slak Games
1936,Beep Industries
1937,Sluggerfly
1938,AwesomeBlade
1939,Metanet Software Inc.
1940,RFX Interactive
1941,Team Indev
1942,ZackBellGames
1943,Batterystaple Games
1944,Giorgi Abelashvili
1945,Comcept
1946,Japan Supply System
1947,Retro Affect
1948,ORiGO Games
1949,Synnergy Circle Games
1950,Smudged Cat Games
1951,Serious Brew
1952,Artificial Mind & Movement
1953,Zed Two Limited
1954,Sega-AM7
1955,Foundation 9 Entertainment
1956,"Realtime Associates, Inc."
1957,Unique Development Studios Sweden
1958,Polykid
1959,SilverBirch Studios
1960,Sarbakan
1961,Frozen North Productions
1962,Tuning Electronic
1963,Game Freak
1964,Dragonstone Software
1965,Black Forest Games
1966,Press Play
1967,Golgoth Studio
1968,Arc Developments
1969,Lizardcube
1970,Phenomedia
1971,Program-Ace
1972,SnapDragon Games
1973,Miracle Positive
1974,M4 Entertainment
1975,InterActive Vision Games
1976,Ska Studios
1977,Hokus Pokus
1978,Vectordean
1979,Super Empire
1980,Paul Cuisset
1981,H2O Entertainment
1982,Tiwak SAS
1983,Two Tribes
1984,Light and Shadow Productions
1985,Twelve Games
1986,Roll7
1987,3D Realms
1988,Tate Interactive
1989,Playstos Entertainment
1990,Choice Provisions
1991,Shin'en
1992,"Sanuk Software Co., Ltd."
1993,Raylight Studios
1994,Wanadoo
1995,13AM Games
1996,Teku Studios
1997,Andrew Russell
1998,Creature Labs
1999,Noise
2000,"Telegames, Inc."
2001,EnjoyUp Games
2002,Spellbound
2003,Alexey Pajitnov
2004,Bullet Proof Software
2005,Valve
2006,Compile
2007,Nintendo Software Technology Corporation
2008,3909 LLC
2009,Blue Planet Software
2010,Midway Studios San Diego
2011,Nintendo R&D1 / Intelligent Systems
2012,Nintendo R&D1
2013,GungHo Online Entertainment
2014,Q Entertainment
2015,Croteam
2016,Artech Digital Entertainment
2017,Big Blue Bubble Inc.
2018,Idea Pad
2019,"Tetris Online, Inc"
2020,TheMeatly Games
2021,Realism Ltd
2022,Exient Entertainment
2023,Gottlieb
2024,Full-Fat
2025,Awesome Studios
2026,Invent4 Entertainment
2027,Complie
2028,KAGAMI WORKs
2029,Tenyo
2030,Newcom
2031,GameLab / PlayFirst
2032,Lazy 8 Studios
2033,H2O Interactive
2034,Daniel Mullins Games
2035,Denyu-Sha
2036,H2O Entertainment
2037,Thomas Bowker
2038,OutOfTime
2039,DoubleTap Games
2040,Game Brains
2041,Infinite Interactive
2042,Empire Interactive
2043,Mac Play
2044,Rovio Mobile
2045,Mitchell
2046,Monstars Inc.
2047,Sometimes You
2048,Four Quarters
2049,"iWin, Inc."
2050,Subsoap
2051,Tomorrow Corporation
2052,Estelion
2053,LvivMedia
2054,NEXT Studios
2055,Eiconic Games
2056,Cerasus Media
2057,Quiet River
2058,Little Cat Feet
2059,Hellscape Games
2060,EM Studios
2061,Maciej Targoni
2062,Wonderbox Games
2063,"Buddiez, Inc."
2064,Matthew Brown
2065,Athena Works
2066,The Quantum Astrophysicists Guild
2067,ClockStone
2068,Adriaan de Jongh
2069,Vladimir Maslov
2070,Sick Puppies
2071,JoWood Productions
2072,RiDeLy
2073,Razorworks Studios
2074,Versus System
2075,SaintHeiser
2076,Nuked Games
2077,Dreams
2078,Frozen Codebase
2079,EightyEightGames
2080,Slam Games
2081,Platinum Egg
2082,Bulkhead Interactive
2083,Lancarse
2084,Hot Lava Games
2085,Game Lab / Play First
2086,ThinkOfGames
2087,Digital Tentacle
2088,Cipher Prime
2089,Seragam
2090,Warashi
2091,Dymchick1
2092,SFB Games
2093,Rainbow Games
2094,Pipeworks Software Inc.
2095,Secret Exit Ltd.
2096,Igrodelsky
2097,The Method
2098,Locked Door Puzzle
2099,ZeroBit Games
2100,Triple-Star Studio
2101,Blender Games
2102,Keys Factory
2103,Culture Publishers
2104,Killer Game
2105,InXile Entertainment
2106,Mekensleep
2107,SpiderMonk
2108,Game Design Sweden AB
2109,MuuMuu
2110,ZeptoLab
2111,iWin
2112,Probe Entertainment Ltd.
2113,WhiteBear Studios
2114,Mikoishi
2115,Distinctive Developments Ltd
2116,Clockwork Games
2117,Anino Entertainment
2118,Zoonami Ltd.
2119,Radius9
2120,Playrix Entertainment
2121,Game Sauce
2122,Iridon Interactive AB
2123,PuzzleKings
2124,Planning Office Wada
2125,Hookstone Productions
2126,"Dreams, Inc."
2127,Nighthawk Interactive
2128,Little Worlds Studio
2129,Vision Media Engineering
2130,Pure Entertainment
2131,SCEA
2132,Paprikari
2133,Hoget
2134,Denki
2135,Triple Eh?
2136,2D Boy
2137,Sandlot Games
2138,Tragnarion Studios
2139,Maximum Family Games
2140,"Viva Media, LLC"
2141,FAKT Software GmBH
2142,MagicPot
2143,10tacle Studios AG
2144,GameHouse
2145,zSlide
2146,Big Blue Bubble
2147,PopCap
2148,SevenOne Intermedia
2149,City Connection
2150,Dreams Interactive
2151,Strawdog Studios Ltd.
2152,WeirdBeard
2153,eGames/Techfront
2154,Nissimo
2155,Blue Monkey Studios
2156,Studio Fizbin
2157,Axela
2158,"BeeWorks Co., Ltd"
2159,Grounding Inc.
2160,Metia Interactive
2161,Island Officials
2162,oeFun
2163,ChaYoWo Games
2164,Zoo Games silver
2165,Blue Tea Games
2166,Next Wave Team
2167,Viva Media
2168,Bitfield GmbH
2169,Interchannel-Holon
2170,iiWin
2171,Focus
2172,NorthPole Studio
2173,"CyberPlanet Interactive Public Co., Ltd."
2174,Bluestone Interactive
2175,DTP Young Entertainment
2176,"Awesome Developments, Ltd."
2177,Ertain
2178,Black Lime Games
2179,VITEI
2180,Ninai Games
2181,SpiderMonk Ent.
2182,Vision Works
2183,Dream Dale
2184,Vast Studios
2185,Replay Games
2186,Artifex Mundi
2187,Virtual Playground
2188,"Affect Co., Ltd."
2189,Black Hammer Game
2190,BCI Software
2191,Freeze Tag
2192,PQube
2193,JAPAN Studio / Artoon
2194,Sogoplay
2195,Wildfire Studios
2196,puzzle.tv
2197,7 Raven Studios Co. Ltd.
2198,Media Sales & Licensing
2199,Total Eclipse
2200,PomPom Games
2201,Crush Digital
2202,EA Black Box
2203,Polyphony Digital
2204,Nintendo EAD / Retro Studios
2205,SK Software International
2206,Evolution Studios
2207,Turn 10 Studios
2208,Turn 10 Studio
2209,Ghost Games
2210,Slightly Mad Studios
2211,Red Rat Software
2212,Playground Games
2213,Black Rock Studio
2214,EA Seattle
2215,EA Vancouver
2216,"RedLynx, Ltd."
2217,Big Park
2218,Criterion
2219,Codemasters Birmingham
2220,Advanced Technology Group
2221,Sinister Games
2222,Motivetime
2223,O-TWO inc.
2224,Barnhouse Effect
2225,Studio Liverpool
2226,UDS
2227,Eutechnyx
2228,Kunos Simulazioni
2229,Ivory Tower
2230,Deibus Studios
2231,Piranha Games
2232,Clever Beans / EPOS Game Studios
2233,Juice Games
2234,Sega Racing Studio
2235,"Paradigm Entertainment, Electronic Arts"
2236,Monster Games Inc.
2237,Bunkasha Publishing
2238,Blade Interactive
2239,Melbourne House
2240,Incinerator Games
2241,Pocketeers
2242,Sniper Studios
2243,Ratbag
2244,Beyond Games
2245,The Pitbull Syndicate Limited
2246,Ubisoft Barcelona / Ubisoft Reflections
2247,Nadeo
2248,Blue Shift
2249,Electronic Arts North Carolina
2250,Creat Studio
2251,TYO
2252,Papyrus
2253,Boss Game Studios
2254,Bugbear Entertainment
2255,Stellar Entertainment
2256,Destination
2257,Virtuos Games
2258,Prolific
2259,Graphic State
2260,MBL Research
2261,Snowblind Studios
2262,Ubisoft Barcelona / Inland Productions
2263,Studio E
2264,Video System
2265,"Konami Computer Entertainment America, Inc. Honolulu Studio"
2266,Milestone
2267,Sega Rosso
2268,BugBear
2269,Visual Sciences
2270,Milestone S.r.l.
2271,Miracle Designs
2272,Rainbow Studio
2273,Real Dynamics
2274,Minds-Eye Productions
2275,EXOR Studios
2276,Monumental Games
2277,Stealth Studios
2278,Milestone S.r.l
2279,2XL Games
2280,Melbourne House Pty Ltd.
2281,Fucom
2282,Infogrames Melbourne
2283,Noclip
2284,Escape
2285,Namco Bandai Games / Celius
2286,Bell Corporation
2287,Pseudo Interactive
2288,SimBin
2289,Bob the Game Development Bot
2290,Kylotonn
2291,SilentFuture
2292,Lucas Learning
2293,Vivid Image
2294,New Level Software
2295,BAM! Entertainment
2296,Screeching Wizard
2297,Electronic Arts UK
2298,34BigThings srl
2299,Studio 33
2300,Virtuos / Game Source
2301,Funselektor Labs Inc.
2302,SCS Software
2303,Bamtang
2304,Axis Entertainment
2305,Team 6 Games Studio
2306,Curly Monsters
2307,I-Imagine
2308,Midway Studios Newcastle
2309,Toka
2310,Brain in a Jar
2311,Pixelogic
2312,Visual Sciences Ltd.
2313,Enjoy Gaming ltd.
2314,Syrox Developments
2315,Visual Science
2316,Milkstone Studios S.L.
2317,Neognosis
2318,Media Rings
2319,Vision Scape
2320,Isopod Labs
2321,E-game
2322,Quickdraw Developments Ltd.
2323,Renegade Kid
2324,Icon Games
2325,Saber Interactive
2326,Excalibur Publishing Limited
2327,Awesome Play Ltd.
2328,Synetic
2329,Amanodai
2330,Invictus Games Ltd
2331,Team6 Game Studio
2332,Team Land Ho!
2333,VCC Entertainment
2334,"Orbital Media, Inc."
2335,Bullfrog Productions
2336,SmartDog
2337,Bigmoon Entertainment
2338,Velez & Dubail
2339,Europress
2340,Kaneko Co. Ltd
2341,Avalon Style
2342,System 3 Arcade Software
2343,3DClouds.it
2344,EC Interactive
2345,Turn 10
2346,Acclaim Studios Cheltenham
2347,Interplay
2348,Hudson Soft
2349,Graphic Research
2350,Supergonk
2351,Visual Impact Productions
2352,Babylon Software
2353,Caged Element
2354,Tornado Studios
2355,Beyond Reality
2356,King of the Jungle
2357,Silicon & Synapse
2358,Broken Switch Studios
2359,Red Wagon
2360,Paragon 5
2361,Deep Fried Entertainment
2362,DDI
2363,Blade Interactive
2364,Six by Nine
2365,Game Source
2366,Nordic Games Publishing
2367,Kalypso Media
2368,Rize Dragon
2369,Microforum
2370,Digital Jesters
2371,Bit Managers
2372,1C Company / Avalon Style
2373,Image Space Inc.
2374,Image Space Inc.
2375,ArtePiazza
2376,Tose
2377,Blizzard North
2378,Interplay Entertainment
2379,Bethesda Game Studios
2380,Chunsoft
2381,Big Blue Box
2382,AlphaDream
2383,Obsidian Entertainment
2384,Lionhead Studios
2385,Runic Games
2386,Level 5 / Armor Project
2387,Falcom
2388,Heart Beat
2389,Red Entertainment
2390,Larian Studios
2391,Toby Fox
2392,G-Craft
2393,BioWare Edmonton
2394,Supergiant Games
2395,Trendy Entertainment
2396,Red Hook Studios
2397,BioWare Corp.
2398,tri-Ace
2399,BioWare / LucasArts
2400,Wolf Team
2401,Camelot Software Planning
2402,Crate Entertainment
2403,Level 5/Studio Ghibli
2404,Square-Enix
2405,Wolfteam
2406,Level 5/Brownie Brown
2407,Telenet Japan / Wolfteam
2408,Warhorse Studios
2409,Sony Online Entertainment
2410,ARC Entertainment
2411,Square Enix / Think and Feel Inc.
2412,Digital Sun
2413,Sega WOW Overworks
2414,Telenet Japan / Wolteam
2415,38 Studios
2416,Mistwalker Corporation / Artoon
2417,Mistwalker Corporation / Feelplus Inc.
2418,Hunter Studio
2419,Ape Studios / HAL Laboratory
2420,Namco Tales Studio / Wolfteam
2421,Brownie Brown
2422,Piranha Bytes
2423,Quest Corporation
2424,Genius Sonority Inc./Eighting
2425,Reality Pump
2426,Black Isle Studios
2427,Mistwalker Corporation / AQ Interactive
2428,BioWare / Demiurge Studios
2429,Contrail
2430,Defiant Development
2431,Quadro Delta
2432,Ascaron Entertainment
2433,Rebellion Games
2434,Shogakukan
2435,Gaslamp Games
2436,Bitbox Ltd.
2437,BioWare Corporation
2438,Agetec Inc.
2439,Nerial
2440,SCE
2441,Next Entertainment
2442,Ape Studios / HAL Laboratory / Brownie Brown
2443,Cygames
2444,Career Soft
2445,Tri-Crescendo
2446,Back To Basics Gaming
2447,En Masse
2448,Aquria
2449,Midway Studios San Diego
2450,Last Bastion Studios LLC
2451,Brownie Brown / HAL Laboratory / Nintendo SPD Production Group No. 3
2452,Namco / Team MelFes
2453,ASCII Entertainment / Tirnanog
2454,Blue Side
2455,Tom Create
2456,Zener Works
2457,Black Hole Games
2458,Behold Studios
2459,Atlus Co. / Lancarse
2460,Smoking Wolf
2461,Wolfteam / Namco Tales Studio
2462,Kuusou Kagaku
2463,Micro Cabin
2464,SoftMax
2465,Birthday
2466,Dingaling
2467,Akella
2468,IronOak Games
2469,Sacnoth
2470,Konami Computer Entertainment Shinjuku
2471,tri-Crescendo / Monolith Soft
2472,Aquamarine
2473,Almost Human Games
2474,Labyrinthine
2475,Lesley Dodd
2476,KCEO
2477,"Imagineer Co., Ltd."
2478,Omiya Soft
2479,Nautilus
2480,Shiro Games
2481,ninjalex
2482,G-Artists
2483,Pixel Ferrets
2484,Robot Loves Kitty
2485,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.
2486,CCP
2487,Dancing Dragon Games
2488,EQ-Games
2489,Arkane Studios / Floodgate Entertainment / Kuju Entertainment
2490,PlatinumGames / Nude Maker
2491,Kerberos Productions Inc.
2492,Mayhem Studios
2493,Magic Rings
2494,Matrix Software / RED Entertainment
2495,Spellbound Entertainment AG
2496,Lovedelic
2497,Proteus Studios
2498,Nippon Ichi Software / Gust
2499,Yeti Trunk
2500,Kitfox Games
2501,WOLCEN Studio
2502,Panther Software
2503,SNK Games
2504,1C-SoftClub
2505,Asymmetric Publications
2506,OmiyaSoft
2507,Felistella
2508,VaragtP
2509,Stoic Studio
2510,azimut team
2511,Sunight Games
2512,Blue Isle Studios
2513,3 Sprockets
2514,Airship Syndicate
2515,Locus
2516,Monochrome Corporation
2517,MiCROViSion Inc. / Falcom Corporation
2518,Little Big Lee
2519,GungHo
2520,Anti-Ded GameDev
2521,Overhype Studios
2522,Kodots Games
2523,K2 / Kurogane
2524,Mineloader Software
2525,Key17 Games
2526,Konami Software Shanghai
2527,Cuve Games
2528,Blackfire Games
2529,Lonely Troops
2530,Crea-Tech
2531,Priority Interrupt
2532,Alfa System / Mars Corporation
2533,Silent Dreams
2534,Cats Who Play
2535,Matt Roszak
2536,QCF Design
2537,Arcane Raise
2538,Game Arts / Japan Art Media (JAM)
2539,Spiderweb Software
2540,Marvelous / Imageepoch
2541,Mistwalker Corporation / Racjin
2542,Bedlam Games
2543,Hit Maker
2544,Butterscotch Shenanigans
2545,DoubleBear Productions
2546,Beamdog
2547,Team Andromeda
2548,Winged Cloud
2549,Indimo Labs LLC
2550,Rumic Soft
2551,Tikipod
2552,Game Studio
2553,Miwashiba
2554,Kyy Games
2555,SHADE Inc.
2556,Magical Company
2557,Mistwalker Corporation / tri-Crescendo / Bird Studio
2558,Image Epoch
2559,Vanguard
2560,"Kogado Studio, Inc."
2561,Media Kite
2562,XPEC Entertainment
2563,Totally Games
2564,Sega Falcom
2565,Onion Egg
2566,Soliton
2567,Garakuda Studio
2568,Tokyo RPG Factory
2569,Atelier Double
2570,Team Destiny
2571,Goshow
2572,Witch Craft
2573,Runtime
2574,"IronNos Co., Ltd."
2575,Mystic Software
2576,Sonic Powered
2577,Nude Maker
2578,Ninja Studio
2579,Studio Archcraft
2580,Matrix Games
2581,Fountainhead Entertainment / id Software
2582,System Prisma
2583,Max Five
2584,Enix Corporation
2585,Sabarasa Entertainment
2586,K2
2587,Radon Labs GmbH
2588,Historia
2589,Toadman Interactive
2590,Reloaded Productions
2591,GAIA
2592,Global A Entertaiment
2593,JoWood Productions & Piranha Bytes
2594,Spike / DreamFactory Ltd.
2595,Kure
2596,Sonnori
2597,Garakuta-Studio
2598,Nexon
2599,Triangle Studios
2600,Arrowhead Game Studios
2601,Createch
2602,Gas Powered Games
2603,Mythic
2604,Cryptic Studios
2605,Taleworlds
2606,Master Creating
2607,V Jump / Square Enix
2608,Agate Studio
2609,Turbine Inc.
2610,Flagship Studios
2611,Infogrammes Studios
2612,Crafts & Meisters
2613,Flying Lab Software
2614,Logic Korea
2615,MichaelSoft
2616,A+ Games
2617,TownFactory
2618,Ion Storm Inc.
2619,Snowberry Connection and Sich Studio
2620,Sigil Games Online/Sony Online Entertainment
2621,Troika Games
2622,"Sir-tech Software, Inc."
2623,Sky Fallen / 1C
2624,Irrational Games / Looking Glass Studios
2625,Nival Interactive
2626,PyroTechnix
2627,SkyFallen Entertainment
2628,Iron Lore
2629,Numantian Games
2630,Trine Games
2631,X-Bow Software
2632,NCsoft
2633,Interchannel Inc.
2634,Irrational Games
2635,Village1 Entertainment
2636,Click Entertainment
2637,Volition
2638,DigitalDNA Games
2639,Pathea Games
2640,Tasharen Entertainment Inc.
2641,Eric Hartman
2642,Boxelware
2643,Infinity Ward
2644,Bungie
2645,PUBG Corporation
2646,Valve Corporation
2647,"2015, Inc."
2648,Massive Entertainment
2649,Valve Software
2650,Bungie Studios
2651,Sledgehammer Games
2652,Zipper Interactive
2653,Bohemia Interactive
2654,Tripwire Interactive
2655,343 Industries
2656,Overkill Software
2657,Dice
2658,Danger Close Games
2659,2K Boston
2660,Certain Affinity / Valve Software
2661,The Coalition
2662,Respawn Entertainment
2663,2K Marin
2664,Turtle Rock Studios
2665,Spark Unlimited
2666,SUPERHOT Team
2667,2K Australia / 2K Boston
2668,Slant Six Games
2669,Digital Illusions CE
2670,Running With Scissors
2671,MachineGames
2672,Nihilistic
2673,Ubisoft Montreal / Red Storm Entertainment
2674,4a-games
2675,Kaos Studios
2676,2K Boston / 2K Australia / 2K Marin
2677,neo Software
2678,Ruffian Games
2679,Relic Entertainment
2680,Day 1 Studios
2681,"Cavia, inc."
2682,Splash Damage
2683,Red Storm Entertainment / Ubisoft Paris
2684,People Can Fly
2685,People Can Fly / Epic Games
2686,Gray Matter Studios
2687,Offworld Industries
2688,SCEA Bend Studio
