developer_id,developer
2689,"Blind Squirrel Digital, Inc"
2690,Digital Anvil
2691,Williams Entertainment Inc.
2692,Stern Electronics
2693,"Mesa Logic, Inc."
2694,Nerve Software
2695,Gray Matter Studios / Nerve Software
2696,Starbreeze
2697,Aardvark Software
2698,ShadowRage
2699,Black Mesa Team
2700,Midway Studios Austin
2701,Lapovich
2702,Digtal Illusions
2703,Yager Development
2704,Nex Entertainment
2705,High Voltage Software / Ubisoft Paris
2706,Nintendo EAD / Q-Games
2707,Raster Productions
2708,Dambuster Studios
2709,GhostShark
2710,Vlambeer
2711,Dreamworks Games
2712,Impulse Gear
2713,FASA Studio
2714,Modulaatio Games
2715,Shin'en GmbH
2716,Meyer/Glass Interactive
2717,Starbreeze Studios/Tigon Studios
2718,Centuri
2719,"Williams Electronic Games, Inc."
2720,EurocoEntertainment Software
2721,Avalanche Software / Ritual Entertainment
2722,JForce Games
2723,HammerHead Ltd.
2724,Final Form Games
2725,Twisted Pixel Games
2726,Pi Studios
2727,First Contact Entertainment Inc.
2728,id Software / Raven Software
2729,Slant Six
2730,Boss Baddie
2731,Vanguard Games
2732,Halcyon
2733,Z-Axis
2734,Amaterasu Software
2735,Flying Wild Hog
2736,Lino Slahuschek
2737,Buzz Monkey Software
2738,ACE Team
2739,Venom Games / Human Head Studios
2740,Mercury Steam / Alchemic Productions
2741,Ironhide Game Studio
2742,LightBox Interactive
2743,Sharpened Edge Studios
2744,Starbreeze Studios AB
2745,Rockfish Games
2746,Clap Hanz
2747,Wargaming.net
2748,General Arcade
2749,Williams Entertainment
2750,TimeGate Studios
2751,Acclaim Studios London
2752,Trickjump Games Ltd
2753,Ving
2754,Destructive Creations
2755,Seibu Kaihatsu Inc.
2756,Dream On Studio
2757,Samurai Punk
2758,Swordfish Studios
2759,Super X Studios
2760,Reikon Games
2761,Cauldron Ltd.
2762,Circle 5 Studios
2763,Parallax Software
2764,Teyon Entertainment
2765,CyberPlanet Interactive
2766,"Ikusabune Inc. / Positron Co., Ltd"
2767,Vladimir Shlapak
2768,Teotl Studios
2769,Coyote Developments
2770,I-Illusions
2771,Blue Studio
2772,Replay Studios
2773,Aleksey Abramenko
2774,Dreamworlds
2775,Swingin' Ape Studios
2776,Virtual Basement LLC
2777,Stalker Entertainment
2778,Andy Wallace
2779,Dmytry Lavrov
2780,FreezeNova
2781,VitaliZelenyuk
2782,Game Arts / Seta Corporation
2783,Tactical Development
2784,Zombie Studios
2785,Netherock Ltd.
2786,Schell Games
2787,Allicorn Games
2788,"Ikusabune Co., Ltd."
2789,OBLONE Software
2790,Mommy's Best Games
2791,Terrible Posture Games
2792,Racing Bros
2793,"Big Blue Bubble, Inc."
2794,Outrage Games
2795,Treasure
2796,5 Bits Games
2797,Nfusion
2798,Psikyo
2799,Exato Games Studio
2800,Outerlight
2801,Magic Wand Productions
2802,Terri Vellmann
2803,Brogames
2804,Artificial Studios
2805,NMS Software
2806,Eidos Interactive
2807,BrezzaSoft
2808,Guildford Studio
2809,Inevitable Entertainment
2810,Reef Entertainment
2811,Kazakov Oleg
2812,Axyos Games
2813,Sorath
2814,Digital Mayhem
2815,Aisystem Tokyo
2816,Emotion
2817,Cadenza Interactive
2818,Panic Button Games Inc.
2819,8MonkeyLabs
2820,Atomic Motion
2821,"GULTI co.,ltd."
2822,Hired Gun
2823,Gulti
2824,ProSoft
2825,Neon
2826,Blue Omega Entertainment
2827,TimeGate Studios/Day 1 Studios
2828,iRock Interactive
2829,Shin'en Multimedia
2830,Digital Leisure
2831,Probe Entertainment
2832,Noise Factory
2833,Mobile 21
2834,Metropolis Software
2835,Direct Action Games
2836,CUBETYPE
2837,Maximum Games
2838,Idol FX
2839,David Szymanski
2840,Leviathan Games
2841,Key Game
2842,Millennium Interactive
2843,Psyonix Studios
2844,Brainbox Games
2845,Racdym
2846,Krisalis Software
2847,BattleBorne
2848,GSC Game World
2849,"Vision Scape Interactive, Inc."
2850,WhiteMoon Dreams
2851,Buka Entertainment
2852,"Corecell Technology Co.,Ltd."
2853,"TechnoSoft Co., Ltd."
2854,G Artist
2855,Flying Tiger Entertainment
2856,"extreme Co.,Ltd."
2857,Lion Game Lion
2858,Destan Entertainment
2859,3G Studios
2860,Ilinx
2861,Any Channel
2862,Ivanovich Games
2863,Nightlight Studios
2864,NoWay Studio
2865,CiRCLE Studio
2866,Lobotomy Software
2867,Cauldron
2868,Tetragon
2869,Mindware Studios
2870,d3t Ltd
2871,Play Mechanix
2872,Mana Comp. Soft.
2873,Touchdown Entertainment
2874,Pterodon
2875,Strangelite
2876,Farm 51
2877,TickTock Games
2878,Squashy Software
2879,NovaLogic
2880,Warashi Inc.
2881,Llamasoft
2882,TimeGate
2883,Grip Games
2884,Tachyon Inc.
2885,IGGYMOB
2886,Atomic Games
2887,Qute Corporation
2888,Triangle Service
2889,Best Media
2890,G.rev Ltd.
2891,OutLook Entertainment
2892,BiArt Studios
2893,Chara-ani
2894,C.I.I.
2895,Playlogic
2896,Awesome Developments
2897,Cyber Planet Interactive
2898,Psikyo / X-Nauts
2899,Black Element
2900,Action Forms Ltd.
2901,FASA Studios
2902,Innerloop Studios
2903,Outrage Entertainment
2904,Jarhead Games
2905,T7 Games
2906,Quazar Studio
2907,Kamehan Studios
2908,PF Magic
2909,Sports Interactive
2910,Chris Sawyer Productions
2911,Cooking Mama Limited
2912,Giants Software
2913,ConcernedApe
2914,Intelek
2915,Colossal Order
2916,Office Create
2917,Squad
2918,Keen Software House
2919,Introversion Software
2920,Virtual Toys / Lexis Numerique
2921,Max Design
2922,Berserk Games
2923,Bemani
2924,Hinterland Studio Inc.
2925,Greenheart Games
2926,Cooking Mama Ltd.
2927,Frontier Studio
2928,Coffee Stain Studios
2929,Monomi Park
2930,HFM Games
2931,Foundation 9
2932,Sunflower Studios
2933,Related Designs
2934,House House
2935,Digital Integration
2936,Gevo Entertainment
2937,Dry Cactus Limited
2938,BeamNG
2939,Dancing Dots
2940,Dan Dixon
2941,Little Worlds Studio / Anuman Interactive
2942,U-PLAY Studios
2943,Blue Fang Games
2944,Holotech Studios
2945,Lion Shield
2946,inXile
2947,Ubi Nagoya
2948,"Machatin, Inc."
2949,Toy Box
2950,Red Dot Games
2951,Egosoft
2952,Toy Box Studios
2953,ACES Studio/Microsoft Game Studios
2954,Gamious
2955,Almanic Corp.
2956,Amistech Games
2957,marbenx
2958,Firaxis Games
2959,Double Damage Games
2960,Weappy Studio
2961,Playbox Limited
2962,Quantum Factory
2963,Madruga Works
2964,Empyrean
2965,Urban Games
2966,"Jundroo, LLC"
2967,Game Grumps
2968,Unit
2969,Arcade Moon
2970,IR Gurus Interactive
2971,Brain Toys
2972,UK Magic
2973,Hector
2974,Egor Magurin
2975,Big Fish Games / LDW
2976,Cherry Pop Games
2977,Spike Co.
2978,Rekoo
2979,SomaSim
2980,Gaijin Games
2981,Paramount Interactive
2982,Twice Circled
2983,"Asmik Ace Entertainment, Inc."
2984,Jutsu Games
2985,DUCK
2986,Ubisoft Sao Paulo
2987,Creative Patterns
2988,Flamebait Games
2989,Owlchemy Labs
2990,Dingo
2991,Cyberlore Studios
2992,Mindillusion
2993,Sunrise Games Ltd.
2994,Strange Fire
2995,Sunflowers Interactive
2996,Minskworks
2997,SME Dynamic Systems Limited
2998,Mighty Rabbit Studios
2999,Mad Doc Software
3000,KCE Studios
3001,Nvizzio Creations
3002,Runner Duck
3003,"Dark Water Studios, Ltd."
3004,Eggcode
3005,Alexey Davydov
3006,Transmission Games
3007,Givro Corporation
3008,TechFront
3009,Eugene Makashov
3010,Daylight Studios
3011,stillalive studios
3012,Mana Potion Studios
3013,ArtwareGames Inc.
3014,Param
3015,Sandlot Games / Digital Embryo
3016,Dorasu
3017,NEKO Entertainment Yullaby
3018,Cat5Games
3019,Hovgaard Games
3020,Syscom Entertainment
3021,Maschinen-Mensch
3022,Electronic Arts Casual Studios
3023,BIP Games
3024,Al
3025,Vivid Games S.A.
3026,Kyle Seeley
3027,TML Studios
3028,Iceflake Studios
3029,Trickstar Games
3030,O3 Entertainment
3031,Endless Loop Studios
3032,Halycon Media GmbH & Co. KG
3033,Plukit
3034,Firemint
3035,Deck13 Hamburg
3036,exozet games
3037,BiArt
3038,LVGameDev LLC
3039,Beautiful Glitch
3040,Psygnosis Camden Studio
3041,David OReilly
3042,2SD
3043,"Indi Software Co., Ltd."
3044,4HEAD Studios
3045,Starsphere Interactive
3046,IR Gurus
3047,Quadriga Games
3048,"Capcom Production Studio 4 / Nude Maker Co., Ltd."
3049,Digital Kids
3050,ZigZag Island
3051,Hearty Robin
3052,"Origin Systems, Inc."
3053,Bullfrog Production
3054,Kando Games
3055,B.Alive
3056,Engine Software BV
3057,"Big Grub / Shiny Entertainment, Inc."
3058,BELUGA Computer Inc.
3059,"Concrete Software, Inc."
3060,Arts Software
3061,XS Games
3062,Planet Entertainment
3063,Attractive Games
3064,"MotiveTime, Ltd."
3065,DreamXCreate
3066,Silver Wish Games
3067,Laminar Research
3068,Dimps Corporation / Dream Execution
3069,Teyon
3070,Cowboy Rodeo
3071,EA
3072,1C: Maddox Games
3073,TechnoBrain
3074,Independent Arts Software GmbH
3075,B-Alive
3076,Braingame
3077,VSTEP
3078,Blue Byte
3079,Ice Flames
3080,Chris Sawyer
3081,Monte Cristo Multimedia
3082,KCE Tokyo Inc
3083,Masque Publishing
3084,GameLab
3085,Creative Mesh
3086,UIG Entertainment
3087,"Seed Studios, Lda"
3088,Sixteen Tons Entertainment
3089,Alternative Software
3090,Eagle Dynamics
3091,ClockStoneSoftware
3092,3Division
3093,DK Games
3094,Ubisoft Nagoya
3095,ESP
3096,Zig Zag
3097,Lead Pursuit
3098,Tilted Mill Entertainment
3099,fonfun Corporation
3100,Zoo Digital Publishing
3101,Just Sims
3102,Shar Rock
3103,Hamster Corporation
3104,SevenOne Intermedia GmbH
3105,Maxis Software
3106,Spellbound Entertainment
3107,Eclipse Software
3108,Playsport Games
3109,777 Studios
3110,Tecmo / Graphic Research
3111,1C Maddox Games
3112,Enlight Software
3113,Ongakukan
3114,Sonalysts Combat Simulations
3115,Trainwreck Studios
3116,RailSimulator.com
3117,Excalibur Studios
3118,HipSoft
3119,Deep Red Games
3120,Game-life / Mad Monkey Studio
3121,Blue Byte Software / Related Designs
3122,Creative Pattern
3123,Shockwave Productions
3124,N2V Games
3125,Aerosoft
3126,PF.Magic
3127,E-Frontier
3128,Maddox Games
3129,"Mobcast, Inc."
3130,Frog City Software
3131,Avantec
3132,Auran Games
3133,Ultimation Inc.
3134,Captain Sim
3135,Stardock
3136,Sonalysts
3137,N3VRF41L Publishing
3138,SouthPeak Games
3139,Open Book
3140,"Firaxis, Maxis"
3141,Excalibur Publishing Ltd.
3142,iEntertainment Network
3143,Extended Play Productions (1991-1997)
3144,Park Place Productions
3145,Camelot Software
3146,Psyonix
3147,Sega Sports R&D
3148,Rare
3149,NuFX
3150,Bandai Namco Games / NOW Production
3151,Blacklight Interactive
3152,ParityBit
3153,"Iwasaki Electronics Co., Ltd."
3154,Red Zone Entertainment
3155,EA Tiburon
3156,Red Line Studios
3157,Kush Games
3158,Pack-In Video
3159,49Games
3160,HB Studios
3161,HB Studios Multimedia
3162,SIE San Diego Studio
3163,Namco / NOW Production
3164,Ubisoft Annecy
3165,989 Sports
3166,SCEA San Diego Studios
3167,Black Ops Entertainment
3168,Sony Interactive Studios America
3169,Darkblack
3170,Indie Built
3171,PES Productions
3172,Diamond Head
3173,Dearsoft
3174,2K Czech
3175,Sega Studios Australia
3176,Lab Rats Games
3177,ASC Games
3178,Robomodo / Buzz Monkey Software
3179,Pam Development
3180,Team .366
3181,Fun Com
3182,Pixel Tales
3183,Perfuse Entertainment
3184,William's Entertainment
3185,Celeris
3186,Exient Ltd.
3187,Griffin International
3188,PawaPuro Production
3189,A-Max
3190,Kouyousha
3191,BudCat Games
3192,Erik Asmussen
3193,Mud Duck Productions
3194,Lightning Fish
3195,Hypnotix
3196,Vir2L Studios
3197,PawaPuro Productions
3198,W!Games
3199,Gear Head Entertainment
3200,SolWorks
3201,Magical Company Ltd
3202,VAC
3203,Robomodo
3204,"Pai, Inc"
3205,"ASK Co. Ltd., Ornith"
3206,Metro Corporation
3207,Ubisoft Vancouver
3208,2K Shanghai
3209,Proletariat Inc.
3210,Venom Games
3211,Mere Mortals
3212,Blueshift
3213,Iguana Entertaiment
3214,Ntreev Soft
3215,Fox Interactive
3216,Bongfish
3217,D2C Games
3218,Survios
3219,NaturalMotion Games
3220,Digital Eclipse
3221,Adrenalin Entertainment
3222,Bitmap Brothers
3223,Konami Computer Entertainment Nagoya
3224,"Konami Digital Entertainment, Inc."
3225,Extended Play Productions
3226,Nerjyzed Entertainment
3227,NEW Corporation
3228,Team Ramrod
3229,Anco
3230,HB Studios Multimedia Limited
3231,"Powerhead, LLC"
3232,Cokem International
3233,Kinelco
3234,ZigZagIsland
3235,MLB Advanced Media
3236,Blue Byte Studio
3237,MLB.com
3238,ACOT
3239,eV Interactive
3240,Enix
3241,Double Tap
3242,Black Box Games
3243,Zeroscale
3244,Agharta Studio
3245,MindSpan
3246,Digitial Creations
3247,Opera House
3248,In2Games / Aqua Pacific
3249,Koolhaus Games
3250,"Seamless Entertainment, Inc."
3251,Infusion Games Ltd
3252,Sports Director Limited
3253,Lion's Shade
3254,Muse Soft
3255,Beast Studios S.r.l.
3256,ImageBuilder Software
3257,"responDESIGN, Inc."
3258,Perpetual FX Creative
3259,Aqua Pacific
3260,Code Monkeys
3261,Housemarque
3262,Digital Dreams
3263,Sega-AM1
3264,Farsight Technologies
3265,Ubisoft Pune
3266,Telenet
3267,Anchor Bay Entertainment
3268,Victor Interactive
3269,GRC
3270,Sandbox
3271,Devil's Thumb Entertainment
3272,Fresh 3D
3273,Just For Fun Studios
3274,Smart Dog
3275,C-Lab
3276,Carpace
3277,Liquid Dragon Studios
3278,Blazing Lizard
3279,Wicked Witch Software
3280,"Sand Grain Studios, Magic Wand Productions, FUN Labs"
3281,Bright Future GmbH
3282,Burst Studios
3283,Koch Media
3284,Judo Baby
3285,Three Gates
3286,Virtuacraft
3287,Breakpoint Studio
3288,Bongfish GmbH
3289,Shen Studios
3290,Poponchi
3291,Prograph
3292,The Digital Lounge
3293,Home Entertainment Suppliers
3294,Time Warner Interactive
3295,"in-glove Co., ltd"
3296,Small Rockets
3297,Wild Games
3298,Konami Computer Entertainment America
3299,Sega Europe
3300,Technos
3301,Denton Designs
3302,"Interworks Unlimited, Inc."
3303,Headgate Studios
3304,Beautiful Game Studios
3305,Inferno Games
3306,Access
3307,Palm Development
3308,Eurocom Entertainment Sofftware
3309,Tectoy Digital
3310,SCEA San Diego Studio / Zindagi Games
3311,Black Market Games
3312,Playerone Sport
3313,Headgate Studios
3314,"GFX Construction, Inc."
3315,Unexpected Development
3316,EPOS Game Studios
3317,Phoenix Interactive
3318,Virgin Play
3319,Mindstorm Studios
3320,Artematica
3321,2Wg
3322,Ensemble Studios
3323,Hidden Path Entertainment
3324,Pumpkin Studios
3325,Ndemic Creations
3326,Uber Entertainment
3327,kChamp Games
3328,FireFly Studios
3329,Mega Crit Games
3330,Robot Entertainment
3331,Stainless Steel Studios
3332,Big Huge Games
3333,BlankMediaGames
3334,Introversion
3335,Winky Soft
3336,KillHouse Games
3337,Dinosaur Polo Club
3338,Koei / Inis
3339,Dekovir Entertainment
3340,Eugen Systems
3341,Team17 Software / Two Tribes
3342,Firaxis
3343,Mimimi Productions
3344,Arcen Games
3345,Petroglyph Games
3346,Ninja Kiwi
3347,SystemSoft
3348,Sandswept Studios
3349,Puppy Games
3350,Eidos Studios Hungary
3351,Tindalos Interactive
3352,Armor Project/Bird Studio
3353,Phantagram
3354,Blendo Games
3355,Micro Forte
3356,Cing Inc. / Town Factory
3357,Team17 Digital Ltd
3358,LTI Grey Matter
3359,Eidos Hungary
3360,"Strategic Simulations, Inc."
3361,Big Sandwich Games
3362,MASA Group
3363,Griptonite
3364,Game-Labs
3365,CreativeForge Games
3366,Power of 2
3367,Zono Incorporated
3368,SSI
3369,Games Workshop
3370,Ubisoft Quebec City
3371,Knuckle Cracker
3372,Level Up Labs
3373,MuHa Games
3374,Limbic Software
3375,Abbey Games
3376,exagongames
3377,Vladis Fire
3378,Gaddy Games
3379,Awesome Games Studio
3380,fupac
3381,Game in a Bottle
3382,ProjectorGames
3383,Ilya Gubin
3384,Stormregion
3385,Petit Depotto
3386,Double Eleven
3387,Dan Walters
3388,A.Y.std
3389,Marionette
3390,Grimlore Games
3391,Venan Entertainment / Cashmere Productions
3392,1C Company
3393,Pipliz
3394,Hammerfall Publishing
3395,Playboom
3396,Slitherine Software
3397,17-Bit
3398,MoaCube
3399,exoSyphen Studios
3400,Alda Games
3401,Kite Games
3402,Funatics Software
3403,Little Green Men Games
3404,Northway Games
3405,Aterdux Entertainment
3406,The Mustard Corporation
3407,Quaint Emerald
3408,Cobra Mobile
3409,Blackbird Interactive
3410,MinMax Games Ltd.
3411,Odenis Studio
3412,Flip Flop Production
3413,Silent Software Inc.
3414,Indi Software
3415,Micronet
3416,The EDGE Interactive
3417,Pinegrow
3418,Vogster Entertainment
3419,Box Clever Interactive
3420,Creative Office
3421,MediaWorks
3422,Mothership Entertainment
3423,Sproing
3424,Infogrames Sheffield / Team17 Software
3425,"Quicksilver Software, Inc."
3426,Digitalmindsoft
3427,Valcon Games
3428,Codo Games
3429,1C:Ino-Co
3430,Melesta
3431,PopTop Software
3432,Ascaron
3433,Bullfrog
3434,Massive Entertainment / Swordfish Studios
3435,Ironclad Games
3436,Impressions Games
3437,Ino-Co / 1C Company
3438,Best Way
3439,Big Time Software
3440,Ellipse Studios
3441,Black Sea Studios
3442,Wargaming West
3443,Black Hole Entertainment
3444,SEK Ost
3445,Minds-Eye
3446,White Wolf Productions
3447,Kalypso
3448,USM
3449,Impressionware SRL
3450,ShanBlue
3451,EA Los Angeles\ Westwood Studios
3452,RockNanoGlobal
3453,Unigine Corp
3454,League of Geeks
3455,Enlight Software Ltd.
3456,Enigma Software Productions
3457,Altar Interactive
3458,Headup Games / Crenetic
3459,Deep Red
3460,Xuse
3461,Sushi Typhoon Games
3462,Elixir Studios
3463,Battlefront
3464,"Rideon Japan, Inc."
3465,EA Phenomic
3466,Kogado Software Products
3467,Katauri Interactive
3468,Kogado Studio
3469,Big Red Software
3470,Colossai Studio
3471,Cyber Planet
3472,Cliffhanger Productions
3473,BreakAway Games
3474,Chaos Concept
3475,Reverie World Studios Inc.
3476,EA Pacific
3477,AGEOD
3478,Kerberos Productions
3479,SirTech
3480,Mascot Entertainment
3481,FireFly Studios / Firaxis Games
3482,Dual
3483,Madlab Software
3484,Slitherine Soft
3485,SystemSoft Alpha
3486,BiP media
3487,Darxabre
3488,MPS Labs
3489,Turbo Tape Games
3490,"Tilted Mill Entertainment, Inc."
3491,Strategy First / Cypron Studios
3492,Amplitude Studios
3493,Mithis Entertainment
3494,Slitherine Studios
3495,Cavedog Entertainment
3496,New World Computing
3497,Nival Interactive / N-Game Studios
3498,Golem Labs
3499,G2 Games
3500,Infogrames Sheffield House
3501,Barking Dog
3502,World Forge
3503,ChessBase
3504,Most Wanted Entertainment / HD Interactive
3505,Fireglow Games
3506,"Holistic Design, Inc."
3507,MadMinute Games
3508,Ino-Co
3509,Fusion Digital
3510,Nival Interactive / La Plata Studios
3511,Ultimation Inc
3512,Phenomic Game Development
3513,Gathering of Developers
3514,Future Creates
3515,GFI Russia
3516,Neko Works
3517,HL-Galgame
3518,Mediatonic Ltd.
3519,"Rhino Games, Inc."
3520,Footmade
3521,Nitro+
3522,Dream Works
3523,DeXP
3524,OVERDRIVE
3525,MoeNovel
3526,Love Conquers All Games
3527,Somi
3528,ALICE IN DISSONANCE
3529,Sprite
3530,Guyzware
3531,Abstraction Games
3532,Light
3533,Giza10
3534,CYBIRD
3535,Syangrila
3536,Alcot
3537,Front Wing
3538,Operetta Due
3539,"GignoSystem Japan, Inc."
3540,Lose
3541,Tenco
3542,Gesen 18
3543,ADELTA
3544,girls dynamics
3545,A'sRing
